Title,link_url,institute,author,language,description,date,tags,ratings,votes
M220JS: MongoDB for Javascript Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb undefined https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Node.js application development with MongoDB. This course will teach you how to use MongoDB as the database for a Node.js application. You'll play the role of a back-end developer for a Node.js application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"MongoDB,  Javascript,  Node.js,  MFlix",Average: 3.9,(16 votes)
M220P: MongoDB for Python Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb undefined https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb,MongoDB University,MongoDB,English,Learn the essentials of Python application development with MongoDB. This course will teach you how to use MongoDB as the database for a Python application.,Mar 12th 2019,"MongoDB,  Python,  Python Programming,  Applications Development",,
M310: MongoDB Security (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m310-mongodb-security-mongodb undefined https://www.mooc-list.com/course/m310-mongodb-security-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's native and third-party integration security features and resources. This course will provide you with the knowledge to create secured deployments of MongoDB for production-ready environments.,Mar 12th 2019,"Security,  MongoDB Security,  MongoDB",Average: 5.6,(9 votes)
Managing Project Risks and Changes (Coursera) More Info,https://www.mooc-list.com/course/managing-project-risks-and-changes-coursera https://www.mooc-list.com/course/managing-project-risks-and-changes-coursera,"University of California, Irvine",Coursera,English,"This course will help you manage project risk effectively by identifying, analyzing, and communicating inevitable changes to project scope and objectives. You will understand and practice the elements needed to measure and report on project scope, schedule, and cost performance. You will be equipped with the tools to manage change in the least disruptive way possible for your team and other project stakeholders.",Feb 25th 2019,"Management
,  Project Risk
,  Project Management",Average: 2.3,(7 votes)
"Content, Advertising & Social IMC (Coursera) More Info",https://www.mooc-list.com/course/content-advertising-social-imc-coursera https://www.mooc-list.com/course/content-advertising-social-imc-coursera,Northwestern University,Coursera,English,"Want your content to go viral? Who doesn't! It takes a thoughtful, integrated approach to make content that stands out in our increasingly oversaturated world. In this fourth course of the Social Marketing Specialization - ""Content, Advertising & Social IMC"" - you will learn how marketers are successfully navigating today's media landscape. You will learn why developing engaging content for your audience is an essential component in effective social marketing. A panel of experts will unlock the paid/owned/earned media riddle and replace it with an integrated who/what/where approach that utilizes platform-specific messaging to grow your market share. This course also includes an overview of the integrated marketing communications strategy for social and how it is being deployed around the globe, as well as gamification tips to keep your audiences coming back for more. In addition, you will learn the secrets to advertising on Facebook and other social sites.",Feb 25th 2019,"Social Media
,  Social Marketing
,  Content
,  Advertising
,  Marketing
,  Communication Strategy
,  Gamification
,  Social IMC",Average: 8,(10 votes)
The Language and Tools of Financial Analysis (Coursera) More Info,https://www.mooc-list.com/course/language-and-tools-financial-analysis-coursera https://www.mooc-list.com/course/language-and-tools-financial-analysis-coursera,University of Melbourne,Coursera,English,"In this course, participants will learn the foundations of accounting principles and financial analysis, develop an understanding of the links between these, and the measurement of value creation at the firm level. This is part of a Specialization in corporate finance created in partnership between the University of Melbourne and Bank of New York Mellon (BNY Mellon).",Feb 25th 2019,"Financial Analysis
,  Accounting
,  Corporate Finance
,  Accounting Principles
,  Capital Markets",Average: 6,(3 votes)
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms (Coursera) More Info",https://www.mooc-list.com/course/divide-and-conquer-sorting-and-searching-and-randomized-algorithms-coursera https://www.mooc-list.com/course/divide-and-conquer-sorting-and-searching-and-randomized-algorithms-coursera,Stanford University,Coursera,English,"The primary topics in this part of the specialization are: asymptotic (""Big-oh"") notation, sorting and searching, divide and conquer (master method, integer and matrix multiplication, closest pair), and randomized algorithms (QuickSort, contraction algorithm for min cuts).",Feb 25th 2019,"Algorithms
,  Asymptotic Notation
,  QuickSort
,  Programming",Average: 8,(8 votes)
Practical Machine Learning (Coursera) More Info,https://www.mooc-list.com/course/practical-machine-learning-coursera https://www.mooc-list.com/course/practical-machine-learning-coursera,Johns Hopkins University,Coursera,English,"One of the most common tasks performed by data scientists and data analysts are prediction and machine learning. This course will cover the basic components of building and applying prediction functions with an emphasis on practical applications. The course will provide basic grounding in concepts such as training and tests sets, overfitting, and error rates. The course will also introduce a range of model based and algorithmic machine learning methods including regression, classification trees, Naive Bayes, and random forests. The course will cover the complete process of building prediction functions including data collection, feature creation, algorithms, and evaluation.",Feb 25th 2019,"Data Science Specialization
,  Machine Learning
,  Algorithms
,  Data Science
,  Prediction
,  Regression
,  Naive Bayes
,  Classification Trees",Average: 5.9,(19 votes)
Innovation Management (Coursera) More Info,https://www.mooc-list.com/course/innovation-management-coursera https://www.mooc-list.com/course/innovation-management-coursera,Erasmus University Rotterdam,Coursera,English,"What is innovation management? How do firms bring in new business models and get new products and services to the market? Go on a nine-week journey through innovation management concepts, theories of idea generation, selection, strategy formulation and implementation in this MOOC in Innovation Management. In it, you will also learn the tools for implementing innovation projects yourself.",Feb 25th 2019,"Innovation Management
,  Innovation
,  Management
,  Idea Generation
,  Strategy Formulation
,  Implementation",Average: 8.3,(7 votes)
More Introduction to Financial Accounting (Coursera) More Info,https://www.mooc-list.com/course/more-introduction-financial-accounting-coursera https://www.mooc-list.com/course/more-introduction-financial-accounting-coursera,University of Pennsylvania,Coursera,English,"The course builds on my Introduction to Financial Accounting course, which you should complete first. In this course, you will learn how to read, understand, and analyze most of the information provided by companies in their financial statements.  These skills will help you make more informed decisions using financial information.",Feb 25th 2019,"Financial Accounting
,  Accounting
,  Working Capital Assets
,  Deferred Taxes",Average: 5.9,(11 votes)
Digital Analytics for Marketing Professionals: Marketing Analytics in Practice (Coursera) More Info,https://www.mooc-list.com/course/digital-analytics-marketing-professionals-marketing-analytics-practice-coursera https://www.mooc-list.com/course/digital-analytics-marketing-professionals-marketing-analytics-practice-coursera,University of Illinois at Urbana-Champaign,Coursera,English,This course builds on the theory and foundations of marketing analytics and focuses on practical application by demystifying the use of data in marketing and helping you realize the power of visualizing data with artful use of numbers found in the digital space.,Feb 25th 2019,"Digital Marketing Specialization
,  Digital Analytics
,  Marketing
,  Brand Marketing
,  Marketing Analytics
,  Data Collection
,  Data Analysis",Average: 5.5,(2 votes)
Managerial Accounting: Tools for Facilitating and Guiding Business Decisions (Coursera) More Info,https://www.mooc-list.com/course/managerial-accounting-tools-facilitating-and-guiding-business-decisions-coursera https://www.mooc-list.com/course/managerial-accounting-tools-facilitating-and-guiding-business-decisions-coursera,University of Illinois at Urbana-Champaign,Coursera,English,"Learn how managerial accounting is used to facilitate and guide business decisions. Topics will include planning (e.g., budgets), variance analysis, and overall performance measurement.",Feb 25th 2019,"Accounting
,  Managerial Accounting
,  Business Planning
,  Budgeting
,  Costing
,  Variance Analysis
,  Performance Measurement",Average: 5.8,(13 votes)
The Role of Global Capital Markets (Coursera) More Info,https://www.mooc-list.com/course/role-global-capital-markets-coursera https://www.mooc-list.com/course/role-global-capital-markets-coursera,University of Melbourne,Coursera,English,"In this course, participants will learn about how different markets around the world can interact to create value for, and effectively manage the risk of, corporations and their stakeholders. This is part of a Specialization in corporate finance created in partnership between the University of Melbourne and Bank of New York Mellon (BNY Mellon).",Feb 25th 2019,"Market
,  Capital Market
,  Financial Markets
,  Global Market",,
Software Processes and Agile Practices (Coursera) More Info,https://www.mooc-list.com/course/software-processes-and-agile-practices-coursera https://www.mooc-list.com/course/software-processes-and-agile-practices-coursera,University of Alberta,Coursera,English,"This course delves into a variety of processes to structure software development. It also covers the foundations of core Agile practices, such as Extreme Programming and Scrum.",Feb 25th 2019,"Software Product Management Specialization
,  Agile
,  Agile Methodologies
,  Software Development
,  Extreme Programming
,  SCRUM
,  Processes",Average: 8.8,(9 votes)
Internet Giants: The Law and Economics of Media Platforms (Coursera) More Info,https://www.mooc-list.com/course/internet-giants-law-and-economics-media-platforms-coursera https://www.mooc-list.com/course/internet-giants-law-and-economics-media-platforms-coursera,The University of Chicago,Coursera,English,"This seven-week course will explore the relationship between law and technology with a strong focus on the law of the United States with some comparisons to laws around the world, especially in Europe. Tech progress is an important source of economic growth and raises broader questions about the human condition, including how culture evolves and who controls that evolution. Technology also matters in countless other ways as it often establishes the framework in which governments interact with their citizens, both in allowing speech and blocking it and in establishing exactly what the boundaries are between private life and the government. And technology itself is powerfully shaped by the laws that apply in areas as diverse as copyright, antitrust, patents, privacy, speech law and the regulation of networks.",Feb 25th 2019,"Law
,  Internet Giants
,  Media
,  Media Platforms
,  Microsoft
,  Google
,  Internet
,  Smartphones
,  Video",Average: 6.6,(12 votes)
Practical Approaching to Computational Algebra (Computation with Python) (Miríada X) Mar 1st 2019 More Info,https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x undefined https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x,Universidad de Cádiz,Miríada X,"English,  Spanish","Introducimos el Álgebra Computacional desde un punto de vista práctico mostrando su aplicabilidad. Damos herramientas matemáticas para el estudio y resolución de sistemas polinomiales, y sistemas diofánticos con soluciones enteras positivas. / We introduce Computational Algebra from a practical point of view showing its applicability. We give mathematical tools for the study and resolution of polynomial systems, and diophantine systems with positive integer solutions.",Mar 1st 2019,"Computational Algebra,  Polynomial Systems,  Algorithms,  Python,  Programming",,
Fortalecimiento efectivo y saludable de la musculatura abdominal y lumbar (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x undefined https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x,Universidad de Murcia,Miríada X,Spanish,"Para fortalecer la musculatura abdominal y lumbar de forma efectiva y saludable, es preciso seleccionar los ejercicios en función de las capacidades y motivaciones de cada persona. Conocer las características y efectos de cada ejercicio, permitirá elegir aquellos mas adecuados, así como evitar los más problemáticos. De este modo, podremos mejorar la salud de nuestra columna vertebral.",Feb 25th 2019,"Health,  Abdominal Muscles,  Lumbar Muscles,  Physical Exercise,  Muscle Strength",,
Reservoir Simulation (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/reservoir-simulation-miriada-x undefined https://www.mooc-list.com/course/reservoir-simulation-miriada-x,Universidad Politécnica de Madrid,Miríada X,English,"Oil and gas reservoir modelling needs two types of data. Those that permit to define the static model (core, well logs and seismic interpretation) and those that allow to define the dynamic model (pressure evolution, fluid production, boundary conditions). In this MOOC we will focus on the dynamic model.",Feb 25th 2019,"Reservoirs,  Oil Reservoirs,  Gas Reservoirs,  Dynamic Models",,
Habilidades para el Empleo. ¡Marca la diferencia en tu carrera profesional! (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x undefined https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x,Universitas Telefónica,Miríada X,Spanish,"Este curso está diseñado tanto para profesionales que busquen mejorar su perfil como candidatos en su búsqueda de empleo, o incluso para aquellos trabajadores en activo que deseen mejorar su desempeño a través del desarrollo de habilidades que denominamos ""transversales"". Se trata de aprender las destrezas necesarias aplicables a cualquier tipo de profesión y, en muchos casos, resultan ser el punto de diferenciación entre candidatos e incluso la clave de nuestros avances en nuestra carrera profesional. ¡Aprovecha la oportunidad!",Feb 25th 2019,"Job Skills,  Employment,  Employability,  Job Search",,
Conceptos Básicos de Estática: Análisis de Cuerpos Rígidos (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x undefined https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x,Universidad EAFIT,Miríada X,Spanish,"La Estática es la conjunción de la Física y las Matemáticas para solucionar problemas de la naturaleza con base en ecuaciones simples. Es una parte de la Mecánica Clásica en lo que se refiere a los cuerpos indeformables que además carecen de movimiento espacial o que se mueven con velocidad constante. En el curso conceptos básicos de Estática: Análisis de Cuerpos Rígidos, el estudiante logrará: Determinar los momentos originados por fuerzas aplicadas en un cuerpo rígido, deducir a partir de un sistema de fuerzas el sistema equivalente fuerza momento, definir de una forma clara el diagrama de cuerpo libre de fuerzas y momentos aplicados en un cuerpo rígido, y analizar a partir de las leyes de Newton el equilibrio de fuerzas y momentos en un cuerpo rígido.",Feb 25th 2019,"Static,  Physics,  Math,  Mathematics,  Classical Mechanics",,
M103: Basic Cluster Administration (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb undefined https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb,MongoDB University,MongoDB,English,Learn the essentials of database administration in MongoDB. This course will provide you with the tools and insight to administer basic MongoDB deployments with confidence.,Mar 12th 2019,"MongoDB,  Replication,  Sharding,  Databases,  MongoDB Clusters",Average: 1,(3 votes)
M121: The MongoDB Aggregation Framework (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb undefined https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's Aggregation Framework. This course will provide you with the knowledge to use MongoDB Aggregation Framework with confidence on your application development practices.,Mar 12th 2019,"MongoDB,  Aggregation Framework,  MongoDB Aggregation Framework,  Aggregation",Average: 2,(3 votes)
M201: MongoDB Performance (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m201-mongodb-performance-mongodb undefined https://www.mooc-list.com/course/m201-mongodb-performance-mongodb,MongoDB University,MongoDB,English,Learn how to optimize the performance of your MongoDB deployment. This course will cover how to use best practices for achieving performance at scale in a MongoDB system.,Mar 12th 2019,"MongoDB,  MongoDB Performance,  MongoDB Deployments",Average: 5,(7 votes)
M220J: MongoDB for Java Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb undefined https://www.mooc-list.com/course/m220j-mongodb-java-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Java application development with MongoDB. This course will teach you how to use MongoDB as the database for a Java application. You'll play the role of a back-end developer for a Java application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"Java,  MongoDB,  Databases,  Programming,  Developer,  NoSQL",Average: 6.1,(14 votes)
M220JS: MongoDB for Javascript Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb undefined https://www.mooc-list.com/course/m220js-mongodb-javascript-developers-mongodb,MongoDB University,MongoDB,English,"Learn the essentials of Node.js application development with MongoDB. This course will teach you how to use MongoDB as the database for a Node.js application. You'll play the role of a back-end developer for a Node.js application, and your job is to implement the application's communication with MongoDB.",Mar 12th 2019,"MongoDB,  Javascript,  Node.js,  MFlix",Average: 3.9,(16 votes)
M220P: MongoDB for Python Developers (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb undefined https://www.mooc-list.com/course/m220p-mongodb-python-developers-mongodb,MongoDB University,MongoDB,English,Learn the essentials of Python application development with MongoDB. This course will teach you how to use MongoDB as the database for a Python application.,Mar 12th 2019,"MongoDB,  Python,  Python Programming,  Applications Development",,
M310: MongoDB Security (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m310-mongodb-security-mongodb undefined https://www.mooc-list.com/course/m310-mongodb-security-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's native and third-party integration security features and resources. This course will provide you with the knowledge to create secured deployments of MongoDB for production-ready environments.,Mar 12th 2019,"Security,  MongoDB Security,  MongoDB",Average: 5.6,(9 votes)
Data Visualization (Coursera) More Info,https://www.mooc-list.com/course/data-visualization-coursera https://www.mooc-list.com/course/data-visualization-coursera,University of Illinois at Urbana-Champaign,Coursera,English,"Learn the general concepts of data mining along with basic methodologies and applications. Then dive into one subfield in data mining: pattern discovery. Learn in-depth concepts, methods, and applications of pattern discovery in data mining. We will also introduce methods for pattern-based classification and some interesting applications of pattern discovery.",Feb 25th 2019,"Data Visualization
,  Visualisation
,  Data Mining",,
Health Literacy and Communication for Health Professionals (Coursera) More Info,https://www.mooc-list.com/course/health-literacy-and-communication-health-professionals-coursera https://www.mooc-list.com/course/health-literacy-and-communication-health-professionals-coursera,University of Nebraska,Coursera,English,"In the United States, two-thirds of the population read at an eight-grade level or below. When it comes to health information, most Americans have the ability to read and write at the fifth-grade level. This inter-professional course aims to give health professionals the tools needed to improve upon their health literacy and communication skills.",Feb 25th 2019,"Health
,  Health Literacy
,  Communication
,  Health Communication",,
"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies (Coursera) More Info",https://www.mooc-list.com/course/living-dementia-impact-individuals-caregivers-communities-and-societies-coursera https://www.mooc-list.com/course/living-dementia-impact-individuals-caregivers-communities-and-societies-coursera,Johns Hopkins University,Coursera,English,"Health professionals and students, family caregivers, friends of and affected individuals, and others interested in learning about dementia and quality care will benefit from completing the course. Led by Drs. Nancy Hodgson and Laura Gitlin, participants will acquire foundational knowledge in the care of persons with Alzheimer’s Disease and other neurocognitive disorders.",Feb 25th 2019,"Dementia
,  Healthcare
,  Alzheimer
,  Health
,  Care
,  Quality Care
,  Neurocognitive Disorder",Average: 6.1,(9 votes)
Global Environmental Management (Coursera) More Info,https://www.mooc-list.com/course/global-environmental-management-coursera https://www.mooc-list.com/course/global-environmental-management-coursera,Technical University of Denmark (DTU),Coursera,English,Learn about the best environmental technologies for a sustainable development and how they are managed in various settings around the world.,Feb 25th 2019,"Environmental Management
,  Environmental Technology",Average: 9.5,(2 votes)
"Understanding China, 1700-2000: A Data Analytic Approach, Part 1 (Coursera) More Info",https://www.mooc-list.com/course/understanding-china-1700-2000-data-analytic-approach-part-1-coursera https://www.mooc-list.com/course/understanding-china-1700-2000-data-analytic-approach-part-1-coursera,The Hong Kong University of Science and Technology,Coursera,English,"The purpose of this course is to summarize new directions in Chinese history and social science produced by the creation and analysis of big historical datasets based on newly opened Chinese archival holdings, and to organize this knowledge in a framework that encourages learning about China in comparative perspective.",Feb 25th 2019,"China
,  Chinese History",,
"Understanding China, 1700-2000: A Data Analytic Approach, Part 2 (Coursera) More Info",https://www.mooc-list.com/course/understanding-china-1700-2000-data-analytic-approach-part-2-coursera https://www.mooc-list.com/course/understanding-china-1700-2000-data-analytic-approach-part-2-coursera,The Hong Kong University of Science and Technology,Coursera,English,"The purpose of this course is to summarize new directions in Chinese history and social science produced by the creation and analysis of big historical datasets based on newly opened Chinese archival holdings, and to organize this knowledge in a framework that encourages learning about China in comparative perspective.",Feb 25th 2019,"China
,  Chinese History",,
Leading Healthcare Quality and Safety (Coursera) More Info,https://www.mooc-list.com/course/leading-healthcare-quality-and-safety-coursera https://www.mooc-list.com/course/leading-healthcare-quality-and-safety-coursera,George Washington University,Coursera,English,Ensuring patient safety and healthcare quality is critical and should be a key focus of everyone in healthcare practice. This course provides healthcare practitioners and others with an introduction to the knowledge and skills needed to lead patient safety and quality improvement initiatives at the micro and macro levels.,Feb 25th 2019,"Healthcare
,  Healthcare Quality
,  Healthcare Safety
,  Patient Safety
,  Health",Average: 7,(2 votes)
"Conversations that Inspire: Coaching Learning, Leadership and Change (Coursera) More Info",https://www.mooc-list.com/course/conversations-inspire-coaching-learning-leadership-and-change-coursera https://www.mooc-list.com/course/conversations-inspire-coaching-learning-leadership-and-change-coursera,Case Western Reserve University,Coursera,English,"Coaching can inspire and motivate people to learn, change and be effective leaders, among other roles in life. Although most attempts are “coaching for compliance” (coaching someone to your wishes or expectations), decades of behavioral and neuroscience research show us that “coaching with compassion” (coaching someone to their dreams and desires) is more effective.",Feb 25th 2019,"Coaching
,  Leadership
,  Learning
,  Coaching Learning
,  Change
,  Effective Leadership",Average: 6.6,(8 votes)
Cloud Networking (Coursera) More Info,https://www.mooc-list.com/course/cloud-networking-coursera https://www.mooc-list.com/course/cloud-networking-coursera,University of Illinois at Urbana-Champaign,Coursera,English,"In the cloud networking course, we will see what the network needs to do to enable cloud computing. We will explore current practice by talking to leading industry experts, as well as looking into interesting new research that might shape the cloud network’s future. This course will allow us to explore in-depth the challenges for cloud networking—how do we build a network infrastructure that provides the agility to deploy virtual networks on a shared infrastructure, that enables both efficient transfer of big data and low latency communication, and that enables applications to be federated across countries and continents? Examining how these objectives are met will set the stage for the rest of the course.",Feb 25th 2019,"Cloud Networking
,  Cloud
,  Networking",Average: 6.4,(5 votes)
Principles of Valuation: Risk and Return (Coursera) More Info,https://www.mooc-list.com/course/principles-valuation-risk-and-return-coursera https://www.mooc-list.com/course/principles-valuation-risk-and-return-coursera,University of Michigan,Coursera,English,"This second course in the specialization will last six weeks and will focus on the second main building block of financial analysis and valuation: risk. The notion of risk and statistics are intimately related and we will spend a fair amount of time on the development of some statistical concepts and tools, namely distribution theory and regression analysis. This time will be well spent because these concepts and tools are also commonly used in many applications in the real world. The foundational idea of diversification will then be used to develop a framework for evaluating risk and establishing a relationship between risk and return. Apart from developing a keen appreciation of risk for making thoughtful decisions in an institutional context, this course will contain a lot of material and examples that will enable the learner to make smart personal investing decisions.",Feb 25th 2019,"Valuation
,  Business
,  Risk
,  Return
,  Finance
,  Money
,  Stock Valuation",,
"Responsive Website Basics: Code with HTML, CSS, and JavaScript (Coursera) More Info",https://www.mooc-list.com/course/responsive-website-basics-code-html-css-and-javascript-coursera https://www.mooc-list.com/course/responsive-website-basics-code-html-css-and-javascript-coursera,"Goldsmiths, University of London,  University of London",Coursera,English,"In this course you will learn three key website programming and design languages: HTML, CSS and JavaScript. You will create a web page using basic elements to control layout and style. Additionally, your web page will support interactivity.",Feb 25th 2019,"Responsive Website
,  HTML
,  CSS
,  Javascript
,  Programming
,  Layout
,  Style",Average: 5.7,(22 votes)
Using Python to Access Web Data (Coursera) More Info,https://www.mooc-list.com/course/using-python-access-web-data-coursera https://www.mooc-list.com/course/using-python-access-web-data-coursera,University of Michigan,Coursera,English,"This course will show how one can treat the Internet as a source of data. We will scrape, parse, and read web data as well as access data using web APIs. We will work with HTML, XML, and JSON data formats in Python.",Feb 25th 2019,"Python
,  Web Data
,  Programming",Average: 7.2,(13 votes)
Practical Approaching to Computational Algebra (Computation with Python) (Miríada X) Mar 1st 2019 More Info,https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x undefined https://www.mooc-list.com/course/practical-approaching-computational-algebra-computation-python-miriada-x,Universidad de Cádiz,Miríada X,"English,  Spanish","Introducimos el Álgebra Computacional desde un punto de vista práctico mostrando su aplicabilidad. Damos herramientas matemáticas para el estudio y resolución de sistemas polinomiales, y sistemas diofánticos con soluciones enteras positivas. / We introduce Computational Algebra from a practical point of view showing its applicability. We give mathematical tools for the study and resolution of polynomial systems, and diophantine systems with positive integer solutions.",Mar 1st 2019,"Computational Algebra,  Polynomial Systems,  Algorithms,  Python,  Programming",,
Fortalecimiento efectivo y saludable de la musculatura abdominal y lumbar (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x undefined https://www.mooc-list.com/course/fortalecimiento-efectivo-y-saludable-de-la-musculatura-abdominal-y-lumbar-miriada-x,Universidad de Murcia,Miríada X,Spanish,"Para fortalecer la musculatura abdominal y lumbar de forma efectiva y saludable, es preciso seleccionar los ejercicios en función de las capacidades y motivaciones de cada persona. Conocer las características y efectos de cada ejercicio, permitirá elegir aquellos mas adecuados, así como evitar los más problemáticos. De este modo, podremos mejorar la salud de nuestra columna vertebral.",Feb 25th 2019,"Health,  Abdominal Muscles,  Lumbar Muscles,  Physical Exercise,  Muscle Strength",,
Reservoir Simulation (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/reservoir-simulation-miriada-x undefined https://www.mooc-list.com/course/reservoir-simulation-miriada-x,Universidad Politécnica de Madrid,Miríada X,English,"Oil and gas reservoir modelling needs two types of data. Those that permit to define the static model (core, well logs and seismic interpretation) and those that allow to define the dynamic model (pressure evolution, fluid production, boundary conditions). In this MOOC we will focus on the dynamic model.",Feb 25th 2019,"Reservoirs,  Oil Reservoirs,  Gas Reservoirs,  Dynamic Models",,
Habilidades para el Empleo. ¡Marca la diferencia en tu carrera profesional! (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x undefined https://www.mooc-list.com/course/habilidades-para-el-empleo-%C2%A1marca-la-diferencia-en-tu-carrera-profesional-mir%C3%ADada-x,Universitas Telefónica,Miríada X,Spanish,"Este curso está diseñado tanto para profesionales que busquen mejorar su perfil como candidatos en su búsqueda de empleo, o incluso para aquellos trabajadores en activo que deseen mejorar su desempeño a través del desarrollo de habilidades que denominamos ""transversales"". Se trata de aprender las destrezas necesarias aplicables a cualquier tipo de profesión y, en muchos casos, resultan ser el punto de diferenciación entre candidatos e incluso la clave de nuestros avances en nuestra carrera profesional. ¡Aprovecha la oportunidad!",Feb 25th 2019,"Job Skills,  Employment,  Employability,  Job Search",,
Conceptos Básicos de Estática: Análisis de Cuerpos Rígidos (Miríada X) Feb 25th 2019 More Info,https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x undefined https://www.mooc-list.com/course/conceptos-basicos-de-estatica-analisis-de-cuerpos-rigidos-miriada-x,Universidad EAFIT,Miríada X,Spanish,"La Estática es la conjunción de la Física y las Matemáticas para solucionar problemas de la naturaleza con base en ecuaciones simples. Es una parte de la Mecánica Clásica en lo que se refiere a los cuerpos indeformables que además carecen de movimiento espacial o que se mueven con velocidad constante. En el curso conceptos básicos de Estática: Análisis de Cuerpos Rígidos, el estudiante logrará: Determinar los momentos originados por fuerzas aplicadas en un cuerpo rígido, deducir a partir de un sistema de fuerzas el sistema equivalente fuerza momento, definir de una forma clara el diagrama de cuerpo libre de fuerzas y momentos aplicados en un cuerpo rígido, y analizar a partir de las leyes de Newton el equilibrio de fuerzas y momentos en un cuerpo rígido.",Feb 25th 2019,"Static,  Physics,  Math,  Mathematics,  Classical Mechanics",,
M103: Basic Cluster Administration (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb undefined https://www.mooc-list.com/course/m103-basic-cluster-administration-mongodb,MongoDB University,MongoDB,English,Learn the essentials of database administration in MongoDB. This course will provide you with the tools and insight to administer basic MongoDB deployments with confidence.,Mar 12th 2019,"MongoDB,  Replication,  Sharding,  Databases,  MongoDB Clusters",Average: 1,(3 votes)
M121: The MongoDB Aggregation Framework (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb undefined https://www.mooc-list.com/course/m121-mongodb-aggregation-framework-mongodb,MongoDB University,MongoDB,English,Learn how to use MongoDB's Aggregation Framework. This course will provide you with the knowledge to use MongoDB Aggregation Framework with confidence on your application development practices.,Mar 12th 2019,"MongoDB,  Aggregation Framework,  MongoDB Aggregation Framework,  Aggregation",Average: 2,(3 votes)
M201: MongoDB Performance (MongoDB) Mar 12th 2019 More Info,https://www.mooc-list.com/course/m201-mongodb-performance-mongodb undefined https://www.mooc-list.com/course/m201-mongodb-performance-mongodb,MongoDB University,MongoDB,English,Learn how to optimize the performance of your MongoDB deployment. This course will cover how to use best practices for achieving performance at scale in a MongoDB system.,Mar 12th 2019,"MongoDB,  MongoDB Performance,  MongoDB Deployments",Average: 5,(7 votes)
